レースID,1コーナー,2コーナー,3コーナー,4コーナー
201806050407,"16(4,10)(2,15)8(7,13,9)-(1,6)5,14,3-12,11","16(4,10)(2,15)8(13,9)7(1,6)(5,14)-3-(11,12)","16(4,10,15)(2,8,14)(7,9,3)13(1,6)(5,11,12)","16(10,15)(4,8,3)(2,7,14,6)(1,9)13(5,11)-12"
201806050408,,,"16,11(8,9)(7,12)(5,15)(2,4,14)(1,6,3)10-13","(*16,11)(8,7,9,12)(2,5,15)(4,14)(1,6)(10,3)-13"
201806050409,,,"4(6,12)15(1,3,7)13(14,9,16)(2,5)-8-10   11","(4,*6,12)(3,7,15)16(14,9)1(2,5,13)8=10   11"
201806050410,"9(4,8)(3,7)1,6,11(5,10)12,13   2","9,4(3,8)7(1,6)(5,11)10(13,12)   2","7,9,4(3,8)(1,6)(5,11)(13,10,12)   2","(*7,9,4)(3,8)(1,6,11)(13,5,10,12)   2"
201806050411,,,"(*11,12)(9,14)10(5,6,15)13,1(16,3)-7(8,2)4","(*11,12)-9(5,10)(14,15)(1,6,13)(16,3)(7,2)8,4"
201806050412,,,"1(7,9)16(2,14)4(3,12)6(13,15)8,11,10=5","(*1,7)9(2,16)(4,14)(3,12)(6,13,15)-11,8,10=5"
201806050501,,,"15-7(2,10)(1,5)4,11(3,14)(13,16)8-6-9   12","15-7(2,10)1,5-(3,4,16)11,13,14-8-6,9   12"
201806050502,"12,15,9(3,6,14)(5,7)(4,8,11,13)-(1,2,10)=16","12(15,9)(3,6,14)7,13(4,5,11)8(1,10)2=16","(12,*15)9,6(3,14,13)7(4,11)10,1,5,8,2-16","15(6,9,13)(3,14)(7,11)(12,4,10)1-5,8(2,16)"
201806050503,,,"10(1,11,15)(2,9)(3,5,7)8(4,16)-12-(6,13)-14","10(1,15)(3,2)11(5,9,8)7,16(4,12)-(6,13)-14"
201806050504,,,"(4,*5)(1,11,12)(13,14)-(8,2,9)(10,16)(3,7)15-6","(*4,5)1(11,12)(13,14)(2,9)16(8,10)(3,15)7-6"
201806050505,"(*9,12)(4,13)6(1,8,16)(3,5,10)14(2,7)-15-11","(*9,12)(4,13)6(1,8,16,10)3(14,5,7)2-15-11","(9,12,*13)-(4,6,10,16)(8,5,7)(1,3)2,14=(11,15)","9(12,13)(4,6,10)(1,8)(14,16)5,3(2,7)=(11,15)"
201806050506,"3,4,7(1,12,11)(8,16)(2,14)(9,13)=6-15-10=5","3(4,7)(1,12,11)(2,8,16)(9,14)13=6,15-10=5","(*3,4)7,1,12(2,11)(9,8)(14,16)(13,15)-6-10=5","3(1,4,7)-12-2,9(11,14)8,13,15-16-(6,10)=5"
201806050507,"(*10,14)(6,12,17)(7,18)5(4,2)(1,15)16,3,11,9=8=13","(*10,14)17(6,12)18(7,5,15)(1,2)4(3,16)-(9,11)=8=13","(*10,14)17(6,12,5,15)(1,18)-2,16-(7,4)(9,3)-11=8-13","(*10,14)(6,12,17,5)1,18(16,15)-(4,2)-9-3,11,7=13,8"
201806050508,"(*2,15)4,11-14,9(6,16)(1,13)12,7,8,5,10,3","2,15,4,11,14(9,6)16(1,13)(7,12)(5,8)10,3","2,15,14(11,16)(4,6)13(9,12,5)1,7,10,3,8","(*2,15)(11,6)(14,16)-(4,13)12(9,7,5)1-3,10-8"
201806050509,,"(*4,7)(9,13)(3,6,10)(2,15)11(5,8)(1,12)-14","4(7,9,13)(3,6,10)15(2,5,11)(8,12)14-1","4,7(3,6)15(9,13)(2,5)(8,10,11,12)14=1"
201806050510,,,"15,11(1,14)(10,16)(6,9)(7,8)-13,4,5(3,12)-2","(*15,11)(1,14)(10,9,16)(6,8)7,4(3,13)(12,5)2"
201806050511,,"15,4(7,11,13,16)(3,10)(2,8,12,14)(5,6,9)1","15,13(4,16)7,11,3,10(2,14)(5,8,12)9(1,6)","(*15,13)(4,7)(3,16,11)10(2,14)(5,12)(8,9)(1,6)"
201806050512,"12-2,11,4(6,18)13(1,10,16)(9,15)3,17,14,7,8,5","12,2-11,4(6,18)13(1,10,16)(3,15)-9(14,17)7-5,8","12,2,11,4(10,18,13)(6,3,15)16(1,9,17)(14,7)5,8","(12,*2)(10,11,18,13)(15,17)(4,3)(1,9,16)6(14,7,5)=8"
201806050601,,,"15(2,6,10)1,12-(3,8)(14,13)-(7,9)-5(4,11)=16","(*15,2)(1,6,10)12(8,13)3,14(7,9)4(5,11)=16"
201806050602,"11,15,5,9,6,3,12(1,2)(4,10,13)-14,7,8   16","11,15,5,9,6,12(3,2)-(1,4,10)-13(7,14)-8   16","(*11,15)(5,9)12,6-2(3,4,10)-(14,13)(1,8)-7   16","(*11,15)5,6,9(3,12)2-(4,10)(14,8)13,1,7   16"
201806050603,,"7(8,14,13)(2,6,11)(1,9)(4,10,15)(3,5)-12,16","7(8,13)(6,15)14(2,4,11)9(1,10)3(16,12)5","(*7,8)13(6,14,15)11(2,4,9)10(1,3,12)-16,5"
201806050604,"4,8(2,9)3(5,14)1(6,12)10,7,16,15-(13,11)","4(8,9)(2,3)14(1,5)(6,12)-10,7,16,15(13,11)","(*4,8)9(2,3)-(1,5,14)6-(12,10,15,11)7,16-13","(*4,8)(2,3)9-1(14,6)(12,5,10,11)(7,16,15)13"
201806050605,,,"(*3,7)11(4,1,13,16)-10,15,14,9,8-(2,6)-12   5","3(7,13)(4,1,11)-10(15,16)=9,14-(8,6)-12,2   5"
201806050606,,"(*2,10)(4,15)(6,16)9,11(7,14)(1,8,12,13)-5-3","2,10(4,15,16)-6,11(9,14)(8,7,13)-1(5,12)-3","2,10,4,16(15,6)14(9,11)13(8,7)-(1,12)(5,3)"
201806050607,"(*6,10)(5,11)-12(2,13)14-(1,8)-(3,7)(4,9)","6,10(5,11)-(2,12,13)14-(1,8)(3,7)(4,9)","(*6,11)(10,14)5,12(13,8)(2,7)(4,3,9)1","6(11,14)5,2(4,8,7)-(3,9)(12,13)10,1"
201806050608,,,"6(8,14,15)(7,10)(1,2,13)(4,5,12)11(3,16)9","6,8(14,15)(7,10)(1,2,13)(4,12)(5,16)11(3,9)"
201806050609,"(*1,12)(2,5,10)(6,7)3(8,15)11,9,4-13,14","1(2,12,5)(6,10)7,3(8,15)(9,11)4-13,14","(1,5,*7,13)(2,11)10(3,15)(6,8)(9,14)4,12","(5,*7,13)2(1,11,15)(6,3,8)(10,9,14)4=12"
201806050610,,,"13(14,16)(2,5,11,12)4(10,9,15)3(6,7)8,1","13(14,12)(2,5,16)11(4,9)(10,15)(3,6,7,8)1"
201806050611,"1,4,5,3(2,9)(6,8)(7,11)-10","1,4(2,5)3(6,9)8(7,11)-10","1,4(2,5)3(6,8)(9,11)7-10","(*1,4)(2,5)(3,8)6(9,11)7-10"
201806050612,"13(5,6)(2,11)(8,9,14)-1,10,7,12-(3,4)","13(5,6,11)(2,9,14)8(1,10)-(7,12)-(3,4)","(*13,6,11)14(5,2,9)(8,1,12)10(7,4)-3","(*13,6,11,14)(2,9)12(5,8,1)10(7,4)3"
201806050701,,,"(*1,10,15)-(11,16)-(4,7)(3,12)(2,9,14)13-6,8-5","(*1,10)15-(11,16)4,7-3,2(9,14)(12,13)(6,8)=5"
201806050702,"6,15(9,14)12(3,4)(1,8)11,5(7,10,13)16,2","6(9,15)(12,14)(3,4)1,8(5,11)13(7,10)16,2","6(15,14)3(9,12)(1,4,13)(5,8,10)11(7,2)-16","6,15(12,3)(1,14,4)13,10(9,5,8)(7,2)(11,16)"
201806050703,,,"(*9,16)15(1,4,7,14)(6,13)(2,10)12,3(11,8)-5","9(16,15)1(4,14)(2,13)(6,7)12(3,10,8)11,5"
201806050704,,"(*9,11)14(5,6,10,16)7(4,13,15)(2,8)-(1,12)-3","9,11-14(5,16)(4,10)(15,12)(2,6,13)(7,8)1-3","9,11-14(5,16)2(4,10,12)15(7,13,8)1=(3,6)"
201806050705,"(*9,16)-10(11,12)7(8,15)-1-(3,13)-(2,5)-14,4-6","(*9,16)-(10,11)12,7(8,15)-1-3,13-(2,5)-14-4-6","(*9,16)11(10,7,12)15-(8,1)-13,3-(5,14)-2=4=6","(*9,11)16,12(10,7,15)1,13,8(3,5)14=2=4   6"
201806050706,,,"9(12,14)4(5,3)-2-(6,7)-10,13=8-11-15   1","9,14(12,4)-5,2-(6,7,3)=10-11-13,8=15   1"
201806050707,"9(3,15)(2,1,13)4(7,6)-11,16,5,12-10,8-14","(*9,3)15(2,1)13(7,4,6)(16,11)5,12,10,8-14","(*9,3)(15,6)(2,1,4)(7,16)(13,5)(10,11)12(14,8)","(3,*6,4)9(2,1,16,5)7(10,15,11)(13,14,12)-8"
201806050708,,,"11(8,9,16)5,13(2,6)(3,15)(10,14)(4,7)12,1","(*11,8)(5,9,16)(2,13)6,15(3,10,14)(4,7,12)1"
201806050709,,,"8,14(9,12)1(5,7)-2-(13,6)-(3,10)(11,4)","(*8,14)12(1,9,7)(2,5)6,13-(3,10)(11,4)"
201806050710,"9-(5,8)-6(13,4)-2-3(10,12)-(1,11)-7","9,8,5-6,4,13,2-(10,3)12,1,11-7","(8,*5)9,6=4,2-10,1,13,3,12=11=7","(8,*5)-6=4,2,10,3,13,1-12=11=7   9"
201806050711,"5,3(13,12)-11(1,9)2,10-8-4-7,6","5,3(13,12)-11(1,9)2(8,10)-4-(7,6)","5(3,12)-(1,9,11)10,2(8,4,6)13=7","(*5,12)3-(9,11,6)1(2,10)4,8=7,13"
201806050712,"(*8,4)13,3,11(6,12)-5(2,15)10,7,1(9,14)","8(3,4)13(6,11)12(2,5)(10,15)(1,7)9,14","8,4(3,13)11,6(2,12,5)(10,15)(1,7)(9,14)","8,4(3,13,11)(6,12,5)(2,10,15)7,1,14,9"
201806050801,,,"(8,*9,16)(5,2,11)(1,7,12)-10,15(6,13)14-(4,3)","(8,*9)16,2(5,11)(1,7,12)-10,15,6(13,14)(4,3)"
201806050802,"4(10,16)3,8,14(1,6,15)(5,12)11(7,9,13)2","4(10,16)3-8(1,14)(6,15)(5,12)(7,11)(9,13)2","4(3,10,16)8,1(6,14,15,12)-5(13,7)-11,2,9","(4,*16)(3,8)-(1,12)(6,10)5,13(14,15)7=(11,2)-9"
201806050803,"2,3(5,8)(4,10)(7,18)15(9,11)(13,16)(12,14)(1,17)-6","2,3(4,5)(7,8)(11,10)(9,15,18)13(12,14)16(1,17)6","2,3(4,5,8)10(7,18)(11,13)(9,12,14)(15,17)(6,1)-16","(*2,3)(4,7,5,8)10(9,11,13)18(12,14,17)(6,15,1)=16"
201806050804,,"1,5,15(7,14)(3,11)(6,12,13)-9,10(4,8,16)-2","1(5,11,16)(7,15)12(3,14,2)6(9,13,10)-8,4","(*1,11)(15,16)5,12(7,2)(14,6,10)(3,9)13,4-8"
201806050805,,,"3(4,7,9)(5,8)(11,15)-(6,10)(2,13,14,16)-1   12","(*3,4,7,9)(5,8,15)-11(6,10)(2,13,16)-1,14   12"
201806050806,"8,11-9,15,5(4,13)(14,16)(6,12)-10(2,3)1-7","8,11-9,15(5,13)(4,16)14,12,6,10(2,3)1-7","(*8,11)13(9,16)(5,15,4,12)(14,10)(2,6)-(1,3)7","(*8,11)13-(9,16,12)5(2,4,14)(6,10,7)(1,3)-15"
201806050807,,,"15-7(1,8)3(6,16)14(10,5)(2,9,12)(4,13)11","15(1,7)(6,3,8)(14,16)(10,5)(2,9)12(4,11)-13"
201806050808,,,"(*4,5)15(1,6,13)16(10,11)(7,12,14)-(3,8)9,2","(*4,5)(1,15)(7,6,16,11)(10,13)14(3,12,8)(9,2)"
201806050809,"13,14(6,9)(5,10)(7,11,15)(1,8,16)(4,12)2   3","13(6,14)9(5,10)(7,11,15)(1,8,16)(4,12)2   3","13,9(6,14,10)5(7,11,15)(1,8,16)(4,2)12   3","(13,9,14,*10)(6,5,11,15)(7,8)(1,16)4,12-2   3"
201806050810,,,"1(8,6)5(3,14)10(4,15)2(7,12,16)(9,13,11)","1,8,6(5,14)(3,10,15)(2,7)(4,12)(9,13,11,16)"
201806050811,"14-11(1,2,7)(3,8)6(4,12)(13,5)(16,9,15)10","14-11(1,7)2(3,8)6(4,12)(15,5)13(16,9)-10","14-(1,11)(3,2,7)(6,8)(4,12)15(13,5)(16,9)-10","14-(1,11)(3,2,8)7(6,12)(4,15)(16,5)(13,9)10"
201806050812,,,"3,16(12,15)11(8,14)9(5,7,10)(6,13)2,4,1","3(16,15,11)12(8,14)(5,9,10)(2,7,13)6(1,4)"
201806050901,,,"12,14(5,6)(4,10)7(2,13,16)8(1,9,15)(3,11)","(*12,14)-5-(4,6)(2,8,7,10)(9,13)1(15,16)3-11"
201806050902,"(*4,10,15)13,11(7,9)2,12,3(1,5,6)8,16,14","4(10,15)(11,13)(7,9)2,12,3(1,6)5,8-16,14","(*4,15)(10,13)(2,11,9)-12,6(3,1,8)-16-5-14=7","(*4,15)(2,13)11-9,10(12,6)1-3,8,16=5=14   7"
201806050903,"(*3,16)(1,4)13(2,11)14(6,8)9,7(10,15)5,12","3,16(1,4)13(2,11)14(6,8)9(7,10,15)5-12","(*3,16,14)(1,4,13)(11,5)(2,9)(8,10,15)6(7,12)","(*3,16)(4,14,5)(11,13,9)1,10(2,8)(6,15)12-7"
201806050904,"7(9,13)(3,8,11,16)(1,5)4(2,12)-6,10,14-15","(*7,9)13(3,8)(1,11,16)5(2,4)12-6-(10,14)-15","(*7,9)13-3-(1,8,5,16)2-14,12-10(6,11,4)-15","7,9-13-(3,5)-(1,2)14-16(8,12)=(10,4)6=(11,15)"
201806050905,"(*10,13)(1,12,18)(2,3)16,11(4,8,14)(7,15)(5,6)9,17","(*10,13)(1,12,18)(2,3)(11,16)4(8,14)(7,15)(5,17)6,9","10,13(1,12,18,3)15(2,11,16,17)(4,8,14)(7,5,6)9","(*10,13)3(1,12,15)(2,17)(11,8)4(7,18,16)(9,5,14,6)"
201806050906,,,"(*14,13)16(4,8,9)(3,12)-7(5,11)(1,6,15)-10=2","(*14,13)16(4,8,9)12,3-(5,1)-7(11,15)6=10=2"
201806050907,"2,14-11,9(6,3,10)-5,13,1,8,4-7,12","(*2,14)=11,9(6,3)10-5(1,13)(4,8)7-12","2,14-(11,9)-3-6(13,8,7)(10,4)5,1=12","2(14,9)(11,8,7)(13,3)-4-(6,5)(10,1)12"
201806050908,,,"1,4(3,14)(5,13,16)(10,15)-(7,9)12,8-(6,11)-2","1(3,4,14)(5,16)13(10,15)(7,12)9(6,11)8-2"
201806050909,"6(9,13)1-12(2,10,11)7-4-14(3,8)-5","6(9,13)1-12(2,10,11)-7-4-14,8,3,5","(*6,9)(1,13)(12,11)10(2,7)-4-14,8,5,3","6(1,9,13,11)(2,12)(4,10,7)(14,8)-(3,5)"
201806050910,"(*16,11)(3,14,13)(7,10)(1,4,12)(5,6,15)-(2,9)-8","16,11(3,14,13)(7,10)(1,4)(5,12)(6,15)-(2,9)-8","16(3,11,14)(7,13,10)(1,4,15)5(6,9)12,2-8","16(3,11,14,10)7(1,4,15)(5,9)(13,2)(6,12,8)"
201806050911,"13(5,8)(1,12)(2,4)(6,9)7,10,11-3","13(5,8)(1,12)(2,4)(6,9)7(10,11)-3","13,8(5,2)4(1,7,9)10(6,11,12)3","(*13,8,2)(5,4,9)(7,11)1(10,3)6-12"
201806050912,,"(8,*11)13(4,6,12,16)(1,2,5,10)(7,14)(3,15)9","11(6,13)(8,12,16)(4,10,7)14(1,5,2)15(3,9)","(*11,6)13(8,12,16)7(4,10,2,14)(1,5,15)9,3"
201807010101,"11,9,13(1,14)-(3,5)12,6,15(2,4)10,7,8","11,9,13(1,14)(3,5,12)-(6,15)-4,2(7,10)-8","(*11,9)(13,14)1(3,12)(6,15)4,10,5,7,2,8","(*11,9)(1,13)(3,14)(6,12)15,10,4-7-5,2-8"
201807010102,"2,3(1,5)(9,8,13)4,11,12-(7,6)10","(*2,3,13)5,1(9,8)-(4,11)12-(7,6)10","(2,*3,13)(1,5,8)(9,11)-12-(4,10)=6=7","(*3,13)2(1,8)5(9,11)10(4,12)=6=7"
201807010103,,,"(*11,15)12(1,10,16)3-6-(7,8,13)2-14(4,9)-5","11,15(1,12)(10,16)3,6,7,13,8,2-(4,9)14-5"
201807010104,"9-(5,12)(4,14)1,3-2(11,6)=8-7-13-10","9(5,12)14,4(1,3)2-(11,6)=8-7-13-10","9-(12,14)5(4,3)(1,2)-6-11=7-8=(13,10)","9,14(12,3)4,5,2-1-6-11=7=8=(13,10)"
201807010105,"8-6=1,13,11(2,14)10(12,4)5=9-7-3","8-6=1,13,11(2,14)10(12,4)5-9-7,3","8-6-13,1,11(2,14)5,12-4=9=7=3   10","8-(6,13)(2,1,14)(5,11)12,4=9=7=3   10"
201807010106,,,"11,5(9,13)(8,10)(2,14,15)-6,1(7,16)4=3   12","(*11,5)(9,13)8,14(10,15)2-6(1,16)4,7   3,12"
201807010107,"16-13-3,14,11(1,4,7)(8,10)2(5,18)-(6,9)-12(15,17)","16,13-3,14,11,7-(1,4)10(2,8)18,5(6,9)-(12,17)-15","(*16,13,3)14(11,7,18)9(1,4)10(2,8,6)-(15,5)-17-12","16(13,3)(11,14)(7,18)(1,4,9)(2,10,8,6)15,5-(12,17)"
201807010108,"(*14,15)(8,16)3,10,5(1,13)(4,11)(6,7)-(2,12)-9","(14,*15)16,8(3,10)-5(1,13)-(4,11)-(6,7)2-12,9","(14,*15)16,8,10,3,13,5,4(1,7,11)(6,2)(9,12)","(14,*15,16)(8,10)(3,13)(5,4)(7,11)(6,9,12)(1,2)"
201807010109,"2,3(4,10)(11,14)(16,17)9(13,15)12,8,5(7,18)6-1","2,3(4,10)(11,14)(9,16)(12,13,15,17)-(5,8)7,18,6,1","2,3(4,10)(11,14)16(9,13,15,17)(12,18)(7,8)(5,6)1","2(4,3)(11,10)(9,13,16,14)(12,15,17)(7,18)(5,6,8,1)"
201807010110,,,"7,16,11(1,14)(5,8)(2,9,17)(3,4)(10,6)12(13,18)=15","7,16(1,11)(5,8,14)2(3,9,17)(10,4,6)(13,12)18-15"
201807010111,"13,12(11,18)(6,10)(3,5,14)9(7,16)(2,4,8)(1,15)17","13,12(11,18)(6,10)(3,5,14)9-(7,16)2,8,4,15,1,17","12,18(11,14)10(5,9)6,13(3,7,16)(2,8)15(4,17)1","12,18(11,10,14)(6,5,9)(3,16)7(2,8,15)17(1,4)=13"
201807010112,,,"(3,*11)(9,13)(2,5)12(4,7)(8,10)(1,6)","(3,*11,9)(2,5,13)12(4,7)10(8,6)1"
201807010201,"4(2,12)5,6(1,8)(7,9)-10-11   3","4(2,12)5,6(1,8)(7,9)-10-11   3","(*4,12)6(2,5,8)(1,9)-(10,7)-11   3","(*4,12)(6,8)2(5,1,9)(10,7)-11   3"
201807010202,,,"6-(1,10)(2,13)14-9(7,8)4,3,12(5,11)","6-10,1(2,13)14(9,8)-7,4,12,3(5,11)"
201807010203,,,"(*3,5)6,7(4,9)-1(2,14)(10,11)-12,13-(8,15,16)","(*3,5)6(4,7)9(1,2,14)(10,11)-(13,12)-8,15=16"
201807010204,"1(10,11,13)-(5,14)7(2,9)-12,3-8,4=6","1,11(10,13)14(5,7)9-(2,12)-3-(8,4)-6","(*1,11)2(10,7)14(5,13)9-12-3=4-(8,6)","1-(10,11)(7,2)14-5(9,13)-12-3=4-6,8"
201807010205,"18,1(4,16)-(2,6)(7,17)11(5,14)(8,9)15(10,12)-13,3","18,1-16,4,6(2,7)(5,17)(11,14)(8,9)(12,15)10,13,3","18,1-(4,16)6(7,14)2,9,11-(5,17,12)8,10(3,15)13","18,1(16,14)(2,4,6,7,9,11)-(8,17,12)5,3,10-(13,15)"
201807010206,"9,3,10,2,12,7(8,14)(5,13)-4(1,15)11-(6,16)","(*9,10)3,2,12-7(8,14)-(5,13)-4,1,15,11-(6,16)","(9,*10)(2,12,11)-(7,14)8,13,5(1,4)16(6,15)3","(9,*10,2)12(7,14,11)13,8(5,4)1(6,15,16)=3"
201807010207,,"(2,*6)-11(1,5,12)(8,14)3(10,15)9-13,7-4","6,2,11(5,12)(1,8,14)(3,10)-15(13,9)4,7","6(11,2)-12(1,5)14(8,10)3(13,9)15(7,4)"
201807010208,,,"(*1,11,13)15(5,8)(2,6,14)16,3(7,9)(4,12)-10","(1,11,*13,15)(5,8)(2,6)16(3,14)9(7,12)(4,10)"
201807010209,"16,2(12,14)5,15-(8,13)-(4,9)(6,11)-(3,10)-7,1","(*16,2)(5,12)(15,14)8-13(4,9)11,6,3,10,7-1","(*16,2)12(5,15)-(8,14)(13,9,7)(11,10)6(4,3)-1","(*16,2)(5,15)12,9(8,14)(10,7)(13,11)(6,3)1,4"
201807010210,,,"(*12,7,9)(2,10)(5,6)-11,4,8-1-3","(*12,7)9,2(5,10)(11,6)8(4,1)-3"
201807010211,,,"(*1,2)10,4(3,6,9,13)16(7,11)17,5(12,18)(8,14)=15","1,2(3,6,4,10)13(7,9)16(5,11)17,12(8,18)14=15"
201807010212,"11,4-(8,18)(6,16)7,2-12(3,5)-(1,13,17)-15,9,10-14","11,4-8,18(6,16)(2,7)-(3,12)5(1,13,17)(15,9)-10-14","(*11,4)(6,8,18)16,2(3,7)(5,12)(1,17)13(9,10)15-14","(*11,4)6(8,18)(3,2,16)(1,5,7)9(12,17,10)13,15,14"
201807010301,"11(1,13)7(2,4,9)8,10-(3,5)(6,12)","11-(1,13)(2,7)9(4,8)-10-(5,12)(3,6)","11(13,7)1(2,9)8(4,12)10(6,5)-3","11(1,7)13,2-(4,9,8)(10,12)6-5-3"
201807010302,,,"(*1,5)9(6,8,13)(4,3,15)(7,16)-(2,10,12)-11,14","(*1,5)(6,8,9,13)4(3,15)7(2,16)(10,12)-11,14"
201807010303,,,"1(6,11)(7,15)13,3(5,10,16)-12,9-2,14(4,8)","1,6(7,11)15(3,13)-(5,10)16(9,12)-2-14-(4,8)"
201807010304,"2=5=14-6(8,11)13(10,9)1,3,7,12-4","2-5=14,6(8,11,13)10,9,1-3(7,12)4","5-2,6-13-1-(8,11)(14,4)3,9=7-10=12","5-6,2,13-1-11,4-(8,3)-14,9-7=12-10"
201807010305,"1,5(2,11)10,3(9,8)-(6,7)4","1,5(2,11)10,3(9,8)-7,6,4","1,2,5,11(3,9)(10,8)-(7,4)-6","1-2,5-11(3,8)9(10,7,4)-6"
201807010306,"12,7(1,3)11(2,5)8(4,9,15)6(10,16)14,13","12,7,1(3,11)(2,5)(4,8)-(6,9,15)(10,16)14-13","12(7,3,11)(1,5)4(2,8)(9,15)6(10,16)-(14,13)","12(7,11)(1,5)4(2,3)(9,8)(6,10,15)16,14,13"
201807010307,"3(11,17)(2,13)16,9(10,12)(1,4)18(8,7)14(5,6)-15","(*3,17)-11(2,13)-16-9-(10,12)-4(1,18)7(8,14)5,6-15","(*3,17)-(2,11)-13(16,9)-(10,12)4(8,14)-(1,6)18(7,5,15)","(*3,17)(2,11)(16,13,9)(10,12)(14,4)8-6(18,5)1,15-7"
201807010308,,,"4(6,18)(1,5,8)(3,7,11,12)14-(13,10)-(9,17)15,16-2","4,6(1,5,18)(3,8)(7,11)12(13,10,14)(9,17,15)16,2"
201807010309,,,"3(5,7)(1,4,9)(2,8,10,16)(13,12)14,15,11,6","3(5,7)(1,4,9)(2,8,10)(14,13,12)(6,11,16)15"
201807010310,,,"(*8,4)(1,3,11)2-9(6,10)-(5,7)","8,4(1,3,11)2(9,10)6,7,5"
201807010311,"3(12,14)(1,11,15)-(4,8,13)-2(7,10)5(6,9)","3-(12,14)(1,15)11(4,13)8,2,10(5,7)-9,6","3(14,1)(12,11,15)4-13(8,2)-(7,10)(5,9)-6","14(3,1)4(12,11)(13,15)(8,2)(7,10)9,5=6"
201807010312,"(*4,13)9,2(5,6)11-(1,7)10(3,16)12,17,8(14,15)","4(9,13)2(5,6)11-(1,7)10,3(12,16)(14,17)(8,15)","4(9,13)2(5,6)11(1,10)(7,16)3(12,17)14,15-8","4(9,13)2(1,5,11,6)10(7,16)3(12,17)(14,15)=8"
201807010401,"11,12,9,7(2,4)6(3,8,15)10-1,5-14-13","11,12-9,7-(2,4)6,8(10,15)3=1,5=14-13","(*11,12)(9,7)-6(2,15,5)(8,4,10,1)-3=13,14","11-(9,12)7-(2,6,5)-(8,10,15,1)3,4=13,14"
201807010402,,,"6,12(4,14)(5,16)(13,15,2)1(10,8)(7,9)-11-3","6,12(4,14)(16,2)(5,13)15(1,8)10(7,9)-(3,11)"
201807010403,"2,4(6,10,15)(13,14)(1,12)3(5,8,16)9-11,7","2,4(6,10)(13,15)(1,14)12(3,16)8,9,5-11-7","2(4,10)6(15,14)(13,1,12)(9,3,16,8)-(11,5)7","2-4(6,10)(15,14)(1,12)(13,16)(9,3,8)-(11,5,7)"
201807010404,"12=2=3-(10,8)7,6(11,5,9)-4-1","12=2=3-10(7,8)(11,6)-(5,9)-4,1","12=2-3=(10,7)(11,6)-(9,1)(5,8)-4","12=2-3=10(11,7)-6(9,1)-(5,8)-4"
201807010405,,"(14,*16)2-8-(6,9)(4,5,10)7(3,11)1-12-13,15","(*14,16)8(2,5)(6,9)(4,3)(7,10)(1,11)-15,12,13","(*14,16)8(2,5,9)6(4,3)(7,10)1,11-(13,15)12"
201807010406,,,"(4,*12)16(1,5)(14,15)(9,7)(13,11)(3,8)6(2,10)","(*4,12)16(1,5,14)15,9-(3,7)11(6,13)(2,10)8"
201807010407,,,"13(9,14)(7,17)(2,12,10)(1,3,18)16(4,6)(11,8,15)5","13(7,9)14(1,2,17)(4,12,10)3,18(11,8,16)(6,5)15"
201807010408,"10,4,6,8(1,5,14)11(7,13)9-(3,12)16,15   2","10(4,6)8(1,5)14(7,11)13,9(3,12)(15,16)   2","(10,*4,6)(1,5,8,14)12(11,13)(7,9,15,16)-3   2","(*10,4)(6,14)1(5,8,13,12)(9,11,15)7,16,3   2"
201807010409,,,"(1,*2)7,15,11(3,13)-9-(8,14,10)5(4,12)-(6,16)","(*1,2)(15,7)11(3,13)-9-10,14,12,8(4,5)-16-6"
201807010410,"3,10(2,5,8)4(1,12)(6,13)(11,7)-14,9   15","3,10(2,8)5,12(1,4)13(11,6)7,9,14   15","3(2,10)8(12,13)(1,5,9)4(11,6)7,14   15","3(2,10)8,12(1,5,4)13(11,6,9)(14,7)   15"
201807010411,"8,9(4,3)(2,11)1,6,12,16,5(7,13)14,15,10","8(4,3,9)(2,11)1,6,12,16,5(7,13)14(10,15)","8(9,11)(3,6)-(2,16)(4,1,14)(12,13)5,15(7,10)","8,9,11,6,3(2,16)(1,14)(12,13)(5,15)(4,10)7"
201807010412,,,"13,2,14(12,8,17)1,11,4(6,18)(10,16)15,3,5-9   7","13,2(12,14)(8,17)1(4,11)6(10,16,18)15(3,5)9   7"
201807010501,"1,2,11(4,14)6(3,13)-(7,12)(9,10)8(5,16,15)","1(2,11)(4,6,14)(3,13)(7,12)(9,10)(8,15)(5,16)","10(2,14)(1,11,15,9)(6,13,3,12)(4,7)-16-(8,5)","(10,*9)2(1,14)(11,15)3,6(13,12)(4,7)16-5,8"
201807010502,,,"(*1,4,7)16(3,12)10(6,9)14,8(2,11)15-(5,13)","(*1,4,7)(3,10,12,16)9,6,14,8,11(2,15)-5,13"
201807010503,"3,12(1,7,11)(8,13)6(10,14)-2,4(5,9)","3,12(1,7,11)8,13-(6,10)14-2(4,9)5","(*3,12,7)(1,8)11-13(10,5)6(4,9)14,2","(*3,12,7)-(1,8)-11,13(10,5)-(6,9)(2,4)14"
201807010504,,,"(*7,12)(5,6)16-1(2,9,14)=4-11-8,10=3-15=13","(*7,12,6)(5,16)(9,1,14)2=4-8-11-10=3-15=13"
201807010505,,,"10,13-3,6(1,9)18,15,16,14(4,12)17-(2,7,8)5,11","10,13-3(1,9,6)18(16,15)14(4,12,17)-2(5,7)8-11"
